year,paper,subject_slug,question_text,option_1,option_2,option_3,option_4,correct_option,explanation,difficulty
2023,Paper-II,environmental,"Which is the most acceptable economical option for solid waste management?","Composting","Pyrolysis","Incineration","Landfill",4,"Landfill is the most economical option for solid waste management in India, especially when considering capital and operational costs.",medium
2023,Paper-II,environmental,"A conventional rapid mixing tank treating water at 144 Million litres/day. If HRT is 72 seconds, the tank volume will be:","72 m³","120 m³","100 m³","10 m³",2,"Volume = Flow × Retention time. Flow = 144 MLD = 144,000 m³/day = 1.667 m³/s. HRT = 72s. Volume = 1.667 × 72 = 120 m³.",medium
2023,Paper-II,environmental,"The following statements pertain to air pollutants. P. Secondary pollutants produced by interaction of primary pollutants. Q. PAN is a secondary pollutant.","P only","Q only","Both P and Q","Neither P nor Q",3,"Both statements are correct: secondary pollutants are formed by interaction of primary pollutants, and PAN (Peroxy Acetyl Nitrate) is a secondary pollutant.",medium
2023,Paper-II,environmental,"Match the purpose served by valve with name. P. Stop and regulate flow Q. Drain line sections R. Prevent reversal of flow S. Keep pressure below specified value","P-3,Q-4,R-2,S-1","P-3,Q-2,R-4,S-1","P-2,Q-3,R-1,S-4","P-4,Q-3,R-2,S-1",1,"P: Line valve (3). Q: Scour valve (4) - drains sections. R: Check valve (2) - prevents reversal. S: Pressure relief valve (1) - keeps pressure below specified value.",medium
2023,Paper-II,environmental,"The treatments in a conventional sewage treatment plant: 1. Primary sedimentation, 2. Screening, 3. Trickling filter, 4. Grit chamber, 5. Disinfection, 6. Secondary sedimentation. Sequential order:","2-1-4-3-5-6","4-1-2-3-6-5","4-2-1-3-5-6","2-4-1-3-6-5",4,"The correct sequence: Screening (2) → Grit chamber (4) → Primary sedimentation (1) → Trickling filter (3) → Secondary sedimentation (6) → Disinfection (5). So 2-4-1-3-6-5.",medium
2023,Paper-II,environmental,"From a sewage pumping station, 2.5ml of raw sewage diluted to 250ml. Initial DO = 12mg/l, Final DO = 5mg/l. What is the BOD of raw sewage?","1200 mg/l","700 mg/l","240 mg/l","500 mg/l",2,"BOD = (DOᵢ - DOf) × (Dilution factor) = (12-5) × (250/2.5) = 7 × 100 = 700 mg/l.",medium
2023,Paper-II,environmental,"As per CPHEEO guidelines, the peak factor for per capita sewage flow:","Always a constant value","High values for high population","High values for low population","Low values for low population",3,"Peak factor is high for low population (due to higher variability) and low for high population (more uniform flow).",medium
2023,Paper-II,environmental,"For sewage treatment using an oxidation pond, when overloaded, which chemical is added to stimulate algal growth?","Sodium nitrate","Sodium chloride","Calcium hydroxide","Bleaching powder",1,"Sodium nitrate is a nitrogen source that stimulates algal growth. Chlorides and calcium hydroxide are not used for this purpose, and bleaching powder is a disinfectant.",medium
2023,Paper-II,transportation,"Consider the types of road surface: B. Thin Bituminous, E. Earth, G. Gravel, C. Cement concrete. Ascending order of steepness of camber (low to high):","E - G - B - C","B - C - E - G","G - C - B - E","C - B - G - E",4,"Camber values: Cement concrete (lowest: 1.0-2.0%) < Thin Bituminous (2.0-2.5%) < Gravel (2.5-3.0%) < Earth (3.0-4.0%). So C, B, G, E.",medium
2023,Paper-II,transportation,"Consider the following pairs with respect to traffic regulation. P. Rotary island: Traffic control structure. Q. Traffic studies: Flow characteristics. R. Speed limit sign: Informatory sign. S. Clover leaf interchange: Grade separation.","P and Q only","R and S only","P, Q and S only","R only",3,"P is correct: rotary island is a traffic control structure. Q is correct: traffic studies analyze flow characteristics. R is incorrect: speed limit sign is a regulatory sign, not informatory. S is correct: cloverleaf is a grade-separated interchange.",medium
2023,Paper-II,transportation,"The following statements pertain to pavement design. P. Westergaard's method for flexible pavements. Q. CBR method for concrete pavements.","P only","Q only","Both P and Q","Neither P nor Q",4,"P is incorrect: Westergaard's method is used for rigid (concrete) pavements. Q is incorrect: CBR method is used for flexible pavements, not concrete. So neither is correct.",medium
2023,Paper-II,transportation,"In a horizontal circular highway curve, for constant coefficient of lateral friction, the required super elevation:","Increases with increase in speed and decrease in radius","Increases with decrease in both speed and radius","Increases with increase in both speed and radius","Decreases with increase in speed and decrease in radius",1,"Super elevation e = V²/(gR). So e increases with increase in V and decreases with increase in R. Thus e increases with increase in speed and decrease in radius.",medium
2023,Paper-II,transportation,"In a highway an ascending gradient of 1 in 50 meets another ascending gradient of 1 in 30, determine the deviation angle?",55,75,330,75,2,"Deviation angle = |n₁ - n₂| = |(1/50) - (1/30)| = |30-50|/1500 = 20/1500 = 1/75 = 0.01333 rad. The angle in minutes = (1/75) × (180/π) × 60 ≈ 45.8 minutes. But the options are in seconds maybe? Let me check: n = 1/50 - 1/30 = 1/75. In degrees = 0.01333 × 180/π = 0.763°. In minutes = 0.763 × 60 = 45.8′. The options show 55, 75, 330, 75 - they might be in seconds? Actually the key says option 2 (75). The deviation angle formula gives the result in ° or minutes? The options seem to be in minutes or seconds. I'll trust the key.",medium
2023,Paper-II,transportation,"As per IRC 73-1980, the width of carriage way for non-urban highway two lane road with raised kerbs:","7 m","8 m","7.5 m","6.5 m",3,"IRC 73 specifies carriageway width for two-lane roads with raised kerbs as 7.5m (3.75m per lane).",medium
2023,Paper-II,soil-mechanics,"The following statements are given: P. Consolidation is a function of total stress. Q. During compaction soil is completely saturated. R. In consolidation, volume reduction is due to expulsion of pore water. S. Compaction is instantaneous.","P and Q only","R and S only","P, Q and R only","P, Q and S only",2,"P is incorrect: consolidation is a function of effective stress, not total stress. Q is incorrect: compaction is done at optimum moisture content, not completely saturated. R is correct: consolidation involves expulsion of pore water. S is correct: compaction is almost instantaneous. So R and S only.",medium
2023,Paper-II,soil-mechanics,"Match the Test/Equipment with Purpose. P. Hydrometer Q. Ring and Water replacement R. Sand bath method S. Casagrande's apparatus","P-4,Q-3,R-1,S-2","P-3,Q-4,R-2,S-1","P-2,Q-3,R-1,S-4","P-4,Q-1,R-2,S-3",2,"Hydrometer: Grain size distribution (P-3). Ring and Water replacement: In-place density (Q-4). Sand bath method: Moisture content (R-2). Casagrande's apparatus: Consistency limits (S-1).",medium
2023,Paper-II,soil-mechanics,"What is the correct sequence of Atterberg limits when moisture content is reduced from a large value: Liquid limit (LL), Plastic limit (PL), Shrinkage limit (SL)","SL, PL, LL","LL, SL, PL","PL, SL, LL","LL, PL, SL",4,"As moisture content decreases: Liquid limit (LL) → Plastic limit (PL) → Shrinkage limit (SL). So LL, PL, SL.",medium
2023,Paper-II,soil-mechanics,"The saturated unit weight of a soil sample is 20.64 kN/m³. If unit weight of water is 10 kN/m³, estimate the submerged unit weight.","10.64","20.64","30.64","2.064",1,"Submerged unit weight = Saturated unit weight - Unit weight of water = 20.64 - 10 = 10.64 kN/m³.",medium
2023,Paper-II,soil-mechanics,"The following statements pertain to a soil mass. P. High dry unit weight indicates more compact soil. Q. At liquid limit, liquidity index is zero.","P only","Q only","Both P and Q","Neither P nor Q",1,"P is correct: higher dry density means more compacted soil. Q is incorrect: liquidity index = (w - PL)/(LL - PL). At liquid limit, w = LL, so LI = 1. At plastic limit, LI = 0. So Q is false.",medium
2023,Paper-II,soil-mechanics,"If qᵤ is the ultimate bearing capacity, then the net safe bearing capacity qₙₛ is given by:","(qᵤ - γD_f)/F","(qᵤ + γD_f)/F","qᵤ - γD_f/F","qᵤ + γD_f/F",1,"Net ultimate bearing capacity = qᵤ - γD_f (overburden pressure). Net safe bearing capacity = (qᵤ - γD_f)/F.",medium
2023,Paper-II,soil-mechanics,"As per IS classification, Fine sand particle size ranges from:","4.75 mm to 20 mm","4.75 mm to 2 mm","2 mm to 0.425 mm","0.425 mm to 0.075 mm",4,"IS classification: Fine sand: 0.425 mm to 0.075 mm. Medium sand: 0.425-2 mm. Coarse sand: 2-4.75 mm. Gravel: 4.75-80 mm.",medium
